Var1,Weighted
KLF15,-0.488071519967849
DDX49,-0.488050295444193
REEP3,-0.488047347673013
ARAP3,-0.488037364300598
ANKHD1-EIF4EBP3,-0.488024001636822
SNN,-0.487988516258501
SLC35A2,-0.487971449270469
AC108479.2,-0.487899560329281
EFNA4,-0.487892072599319
PIK3R3,-0.487879969515557
CALM3,-0.487824328814911
MOAP1,-0.487820064352482
TREX1,-0.487793752769632
RFX4,-0.487789812388418
GALNTL2,-0.487762007407077
RP11-878E11.1,-0.487758684064142
TRIM65,-0.487710280877264
AC078883.4,-0.487670556024852
SUGT1P2,-0.487664922625981
UQCR10,-0.487632886633703
HEG1,-0.487521444712366
UAP1L1,-0.487520268431242
MTUS1,-0.487520089094486
UQCRC1,-0.487502502576702
AL136982.1,-0.487476561751045
HEXIM1,-0.487451699205045
POLR2G,-0.487432441253116
ANKRD40,-0.487404722069892
NDUFB8,-0.487396987457361
PYGL,-0.487389720954733
EXOSC5,-0.487387216654531
RAP2C,-0.487335929742058
ITPA,-0.487317140146328
FNBP1L,-0.487222178772723
SEMA3G,-0.487220338560584
KRI1,-0.487188909489764
VCAN-AS1,-0.487161809813572
B4GALT5,-0.487147293319881
EIF4G2,-0.48714089657391
BCL7B,-0.487129338646118
AP000295.7,-0.487123306555798
PDE2A,-0.487102197698885
AC084031.1,-0.487063554086463
ARHGAP5,-0.487043662855594
MOSPD1,-0.487041810199457
TMEM187,-0.487015015400945
NEDD8,-0.486970467675408
LRRC16A,-0.48696509249399
RP11-328C8.2,-0.486884026209761
MARCH8,-0.486872695107494
IGLON5,-0.486865860241323
TFEB,-0.486859797359807
MAFK,-0.486821595589259
TMOD1,-0.486814845263626
CCND1,-0.48671309578729
BOK,-0.486705471280309
CALM2P2,-0.486625046314761
C14orf119,-0.486563911078885
RP11-119H12.2,-0.486527735340663
PRKCH,-0.486526014530124
MAGEH1,-0.486492921207419
TYK2,-0.486398320294585
CTA-250D10.19,-0.486393413125789
PSKH1,-0.486391247085088
RP1-232L24.3,-0.486346630676818
TUT1,-0.48634296793249
DBN1,-0.486326725638265
JPH4,-0.486293149801748
RP11-101E3.5,-0.486275451399905
EPHA2,-0.486269181959362
UNG,-0.486266788790847
TGIF2,-0.486229945529752
TMSB10,-0.486191082813486
NUBP1,-0.48617748754867
ANKHD1,-0.486174354243926
AL365332.1,-0.48615668399942
SEC11A,-0.486154143346078
DCX,-0.486154081674038
CITED1,-0.486147162171832
ENO2,-0.48610350144795
TMEM101,-0.486092153437447
TNK2,-0.486079040895805
AC097523.2,-0.486071611115672
DLL1,-0.486065156664704
RP11-367J11.2,-0.486053271875906
MANBAL,-0.486034741528374
H6PD,-0.486028983132074
KCTD13,-0.48599033900874
PELI2,-0.485981097875554
AL589988.1,-0.485933841046032
RPRD1B,-0.485874844500218
hsa-mir-220b,-0.48586612677525
RP11-758P17.3,-0.485849457901259
C1orf216,-0.485841898760959
NEDD8-MDP1,-0.48575866631622
HMOX2,-0.485741939605601
MPDZ,-0.485628741496491
AP006621.8,-0.485600869206641
TULP3,-0.485591216417704
RP11-198M15.1,-0.485571261863961
NEUROD2,-0.485480102021477
RP11-327L3.1,-0.485460655466931
METTL7B,-0.485455941063154
EPHB4,-0.485450094696637
SERPINA3,-0.485427895477537
TUBB3,-0.485335646461741
NTN1,-0.485300173021634
SNX18,-0.485293060332491
RIN2,-0.485192029357828
CBX7,-0.485180636672232
ZNF24,-0.485110633541541
TMEM63B,-0.485091584690612
RIT1,-0.484994624294435
SOX2-OT,-0.48492768708738
TSPAN15,-0.484805006550079
DIRC2,-0.484794617694179
FLI1,-0.484767097799048
TMSB10P1,-0.484731524305917
RAPGEF4,-0.484724678641358
PRDX2P1,-0.484721608309773
ADRB1,-0.484707328181638
NOSTRIN,-0.484705138278436
ERG,-0.484703853915085
AC104306.4,-0.484627928730184
ABTB1,-0.484480949310495
LAYN,-0.484319393627816
BBOX1,-0.484312060455429
TCIRG1,-0.484308690831631
SLC14A1,-0.48429961145322
RP11-140L24.4,-0.484293344170343
RP11-84A14.5,-0.484287130554863
SCAMP5,-0.484219243496637
SOX21,-0.484217538078911
CD24P4,-0.484192718060809
INHBB,-0.484188636518136
CHD1L,-0.484154327425836
ECHS1,-0.484132094280697
BANF1,-0.484109442468829
BABAM1,-0.484087131030012
TNFRSF10B,-0.484082700987786
RAB28,-0.484044970654383
ADHFE1,-0.48403007492557
MAP1B,-0.483984658414131
CTNS,-0.483962723283028
RP11-566K11.2,-0.483865275396786
AC008731.1,-0.483848166191253
RP11-446E9.1,-0.483848073181655
TP53TG1,-0.483815263245931
RAB9A,-0.483735422190317
FABP5,-0.483735205886012
XXbac-BPG246D15.9,-0.483703287619885
SYNGR1,-0.483661149736366
SBK1,-0.483645660512599
EIF3B,-0.483579570688641
FGFR1,-0.483563256467224
FCF1,-0.483562174315306
ATG7,-0.483546477681642
LIFR,-0.483545234151703
POP7,-0.48352800766562
RAB24,-0.483479373900197
GPBP1L1,-0.483418348786332
RHOQ,-0.483346257839967
RP11-122C21.2,-0.48334551776661
ARSG,-0.48328947984286
RP11-121L10.3,-0.483277149007106
DYNLL1,-0.483211726713791
COX7A2P2,-0.483185705202488
AC073610.5,-0.483160036588119
APOC4,-0.483117639647439
ERAL1,-0.483063991373258
TK2,-0.48301064056612
GAP43,-0.482908459937854
ELF1,-0.482871674693966
ATF7,-0.482829957612048
PLCB3,-0.482793196176502
TOR1AIP1,-0.482729036060106
SUB1P1,-0.482706163022586
EPB41L2,-0.4827021840906
FCGR3A,-0.482631159283321
AC100748.2,-0.482618883152428
RNF130,-0.482583882841987
ZDHHC12,-0.482539888032114
Z82188.1,-0.482531329688413
OAS3,-0.482482675131674
TUBB2A,-0.482444310826152
SERPINA1,-0.482409095354712
MIR635,-0.482400569124806
RHBDF2,-0.482365794518827
RP11-841O20.2,-0.482273912251143
AC010095.6,-0.482261910484219
COPS6,-0.48225407675553
PRDM16,-0.482249984409399
KCNMB1,-0.482239143702912
ACSS1,-0.482221183440303
ALDH1A1,-0.482218774026144
RP1-67K17.3,-0.482212268839984
XYLT2,-0.482200774881767
FAM192A,-0.48215860177839
SPTAN1,-0.482134296596955
KDM3A,-0.482062494344387
SYBU,-0.482056506990281
NR2E1,-0.48201498245029
EMX2OS,-0.481970642657342
NFIC,-0.4819230097427
TAGLN3,-0.481845212009956
AIMP1,-0.481769737640408
TUSC3,-0.481729980356459
CCDC8,-0.481714217861774
ANO6,-0.481701749597165
RP1-163G9.1,-0.481683387341031
RBPJ,-0.481589608280765
RHBDL3,-0.481580948794257
NUDT5,-0.481543555064771
YWHAZP2,-0.481502060194401
TNS1,-0.481464155790004
GPC5,-0.481450894969504
SUPT4H1,-0.481420187519068
SGSH,-0.4812802489717
LCMT1,-0.481203216696208
HRAS,-0.481115257191038
REEP1,-0.481087859202545
AL031963.1,-0.481016155513159
SPECC1,-0.481003452179972
RXRB,-0.480979117533585
STAC2,-0.480938093568184
TMEM14A,-0.480881345149433
PPP2R5D,-0.480840227118341
PSMB4,-0.480708541627212
HSPG2,-0.480643617396707
MOSC2,-0.480491189296388
RP11-436I9.2,-0.480466083783206
PALLD,-0.480402476563761
YWHAZP3,-0.480360633374182
HOMER3,-0.480300542116466
FAM96A,-0.480284493157354
ALDH18A1,-0.480238745312699
RGS10,-0.480177205631237
RP5-1187M17.10,-0.480144957132515
IFI35,-0.480065011873373
AC023055.2,-0.479993469945363
RP11-90P5.2,-0.479942599848551
TNPO2,-0.479939123835577
ABHD3,-0.479928084166429
DLG4,-0.479835982684909
C19orf54,-0.479759092935466
NOTCH2,-0.479689736733717
PSD,-0.479571533524988
RAB32,-0.479531136707441
MTMR10,-0.479450999974992
FAM89B,-0.479392609590591
ECI2,-0.479383969991129
RP11-113D6.8,-0.47934969433486
KLHL21,-0.479331537732658
GLIS2,-0.479304780750582
RNF135,-0.479297621897848
RPL22,-0.479267942335452
QSOX2,-0.479244478891817
TCF3,-0.47918342803717
FNDC4,-0.479133663483074
HES1,-0.47892834308025
RAB3A,-0.47882728485354
SLC35A4,-0.478789596905637
RP11-431H16.2,-0.478712931430542
AC090099.2,-0.478609595928474
COX7A2,-0.478498340385364
ERBB2,-0.478469748012273
APPL2,-0.478434106656978
COMMD7,-0.47834860993971
BEX1,-0.478290648019817
PNPLA2,-0.47827473031105
RP11-367J7.4,-0.478233361413394
TUBA1B,-0.478201569370881
HMP19,-0.47819994646376
CHST3,-0.478018393445411
C19orf79,-0.478018337796449
YBX1P2,-0.478011493426363
MAZ,-0.477970437940381
MLLT11,-0.477892392118525
SLC1A6,-0.477846860639787
ALDH1L1,-0.477648131520356
CALM2P4,-0.477640227450329
MAPT,-0.477634608169746
TRAM1,-0.477614676891973
TEAD1,-0.477573830264135
ISYNA1,-0.477524985039757
BASP1,-0.477503402699635
SAE1,-0.477502036849414
SAMD14,-0.477374511545737
SOX4,-0.477373022387566
STMN1,-0.477258759702487
PXN,-0.477175480957335
PTOV1,-0.477151150252434
RP11-247L20.4,-0.477143042320577
TGFBR2,-0.477022341236795
TBC1D14,-0.477004189193546
RP1-278C19.3,-0.476992603216036
CTA-134P22.2,-0.4769665653621
AES,-0.476928879965166
ATP5J2,-0.476916240728469
TTC9B,-0.476820078231658
RP11-386G11.10,-0.476777683773668
RP11-317N8.2,-0.476741483050298
EGFR,-0.476717821088875
AC016629.2,-0.476715123783165
ELAVL3,-0.476664193359773
C10orf54,-0.476634005938839
ATPAF1,-0.476596581769607
PTPRS,-0.476595399767586
AKIRIN2,-0.476392930876623
EIF3L,-0.476322668422399
IFIT1,-0.476301052417822
R3HDM2,-0.476197718715572
SARS,-0.476124833162419
RP11-174O3.1,-0.476030312712625
GIT1,-0.476030249375145
FAM49A,-0.475882253021303
NME1,-0.475704867903409
PCBP4,-0.475548340214623
RP11-58K22.5,-0.475532106758638
RP11-864G5.3,-0.475493280585335
DPYSL3,-0.47545501557077
ARF5,-0.475417295195014
FBXO7,-0.475153904279393
MOV10,-0.475136359076372
ITGA11,-0.475111606118094
BRSK1,-0.475065797590746
KCNJ10,-0.475048936260365
SYNGR3,-0.475026219095625
DPYSL4,-0.474965104231458
RAB6B,-0.474944004093833
DTX3,-0.474704867468925
C12orf68,-0.474644575447616
GATS,-0.474642270259382
GNB1,-0.474579079606531
TUBBP1,-0.474484700209528
TUBB4A,-0.474483111824452
RP1-257I20.13,-0.474438721237967
PIP4K2B,-0.474414088755322
MMP28,-0.474407266250177
HDAC5,-0.47431817446548
RP11-736L22.1,-0.47420279093492
SDCBP2,-0.474121092944226
ATP1A3,-0.474072645320607
BCL6,-0.474053213906663
GTF2F1,-0.47395641624176
MAST1,-0.47386788625246
KIF3C,-0.473854630914597
CCDC167,-0.473832925844522
DPYSL5,-0.473757199096875
RP11-310H4.4,-0.473749229009459
TBCB,-0.473654279349487
PDRG1,-0.473642292227064
TRNP1,-0.473566502776191
KLHDC3,-0.47352989869559
TLE1,-0.47345500147667
PFDN2,-0.473367407059308
PRR24,-0.473243756744479
WNT7A,-0.473053579894098
DOK5,-0.473033323949532
PPP2R1A,-0.473008777742141
SMARCB1,-0.4729909064317
VDAC3,-0.472912772958838
HS6ST1,-0.472873210683944
DBNDD1,-0.472767980838612
FBXL7,-0.472700428912851
EDN1,-0.4726882474067
LINGO1,-0.472647689223249
PRODH,-0.47264618259029
GCAT,-0.472635718068591
MRPL49,-0.472628917546872
GRAMD3,-0.472624112196944
NDN,-0.472437347272863
RP11-434I12.5,-0.472392692776657
MAPRE2,-0.472283789857107
TMEM132A,-0.472232079343614
CELF2,-0.472209739465749
MYO9B,-0.472195574729306
DYNLRB1,-0.472180113340864
C11orf95,-0.47211775846676
PGAM2,-0.4720879015802
TRIM2,-0.472025931142877
SYT5,-0.472001928210789
AGPAT5,-0.471881645720046
TMEM35,-0.471776880053823
CRB2,-0.471733363013025
RP5-855F14.1,-0.471722998469777
WWP2,-0.471716200348
APBB1,-0.47156562909848
NFIA,-0.47155627616187
ROGDI,-0.471545821714132
NDUFB11,-0.471498851870467
RTN2,-0.471436658192895
UCP2,-0.471379482003712
KIAA1161,-0.471369451322571
ATP6V0B,-0.471253030358708
CLDN10,-0.470816405080054
TUBA4A,-0.470755842861004
TCEAL2,-0.470749885867213
NCS1,-0.470534125627826
GEM,-0.470527114899955
CDK5R2,-0.470525239063513
PRPF6,-0.470439110187224
BPGM,-0.470427768360934
C14orf132,-0.4704222274582
GPRIN1,-0.470272647309537
FAM174A,-0.470188747063791
ARHGAP33,-0.470042604644288
RTN4,-0.469990049001217
RP11-468E2.4,-0.469938664673357
RHBDF1,-0.469903830730557
RHPN1,-0.469902982357981
SFXN3,-0.469902707341977
RNPS1P1,-0.469850819668123
RTN1,-0.469588050261259
RP11-831H9.16,-0.469577246693608
COPG,-0.469528125451834
AC003029.1,-0.469201496051549
STX1A,-0.469145991456704
SNX12,-0.469134807334443
KLHDC2,-0.469098538945974
B4GALT2,-0.468924679018458
AP003026.1,-0.46890911986589
PDGFRA,-0.468718086394629
CAMK2B,-0.468669368338085
BHLHE22,-0.468601593909902
C4orf47,-0.468514661106016
SYT4,-0.468441073769586
GNA13,-0.468365633250758
JOSD1,-0.468286547559422
EMILIN3,-0.468047478465894
MAPRE3,-0.46793045594951
ANGPTL2,-0.46792849001513
C6orf72,-0.467815656535054
YWHAG,-0.467729874123748
CIAPIN1,-0.46741539287329
C12orf49,-0.467294758793882
FZD2,-0.467141855290028
C20orf108,-0.467131324080086
LIMK2,-0.467105300660373
KIAA1598,-0.466946943807075
CEBPB,-0.466543579361178
MPPED1,-0.466081951194217
L1CAM,-0.465912703075024
DEAF1,-0.465898761244499
CMIP,-0.465896213947844
ATP6V1G2,-0.465783397000749
RP11-676M6.1,-0.465379703150895
EVL,-0.4650243938518
ARHGEF1,-0.4648441392451
SFRP1,-0.464822239392272
GRM3,-0.464709754137355
EPB49,-0.464704208843301
PNMAL1,-0.464664591176398
KIAA1045,-0.464632236497137
SEC14L2,-0.464604089287262
ENTPD2,-0.464547742064834
RUSC2,-0.464508252409685
MAP3K10,-0.464437332117192
KIF21B,-0.464286953033576
RHOG,-0.464244862025742
RP3-380B8.1,-0.464199813025162
IGSF21,-0.464121056384023
RP1-96H9.6,-0.464037006343232
CADM3,-0.463962177183417
RNPEP,-0.463826439723503
NCDN,-0.463662111091367
TCEA2,-0.463291308984058
KLC1,-0.463258366903765
RP11-508N22.4,-0.462904339035854
STOML1,-0.462805696308127
GNAZ,-0.462757104989973
FPR1,-0.462548621361399
TP53I11,-0.46254298883653
TMUB2,-0.462358139860797
NECAP1,-0.462270212819497
ARHGAP23,-0.462240974825196
GATS,-0.462206932426748
CD82,-0.462055833662577
PPP2R5B,-0.462041763383199
TESK1,-0.461875258713807
MLEC,-0.461669791581818
RP11-392A14.7,-0.461658465806928
GPSM1,-0.461622077674979
WDR54,-0.461599970111064
SEZ6,-0.461512746869024
HPCAL4,-0.461199733307277
STX1B,-0.461149134456109
UBQLN2,-0.461105512977062
VASH1,-0.461046159530225
CDK16,-0.460800114850884
ADCY1,-0.46069545687918
AZIN1,-0.460692416810651
FZD8,-0.459971921685616
AC093734.1,-0.459917324559435
CORO1A,-0.459908202745748
SH3BP5,-0.459667489950368
FAM57A,-0.459522325779265
RP3-412A9.15,-0.459433134050685
SCG5,-0.459363243840721
GNG2,-0.459300697566373
AP001092.5,-0.459098923118501
AC068831.15,-0.459048726731778
SERP2,-0.45879543059798
ARSA,-0.458687860010867
RGS1,-0.458367016981221
ZNF664,-0.458330347467341
SH3GLB2,-0.458106890227273
PPP1R16A,-0.458076076146622
CCT8P1,-0.457992333089454
DYNC1I1,-0.457838712365864
AC004987.9,-0.457573916166012
RIMS4,-0.457308262570199
PLSCR4,-0.457289620696953
WASF1,-0.457248667577412
RP11-488C13.5,-0.456682603574093
RRAGB,-0.456575570153522
IRF9,-0.456538329033624
ANKRD9,-0.456463780836611
ZDHHC1,-0.456286507092575
FAM189A1,-0.456178890813787
GALNS,-0.455998139424718
TAF6,-0.455988159616046
YPEL1,-0.455957516984064
FIBIN,-0.455880151775133
RP11-148K1.12,-0.455413615777511
TUB,-0.455336735507575
PLXND1,-0.455292206050925
TKT,-0.45506468240033
RNF157,-0.454695269018345
CELF5,-0.454642354839694
RNF41,-0.454255200297765
NICN1,-0.454254825005987
RAB15,-0.454218044764559
APBA2,-0.454148087493133
PACS1,-0.453831694652336
MRPL10,-0.453001970747656
FKBP9,-0.452973291377185
CMTM3,-0.452825806396035
SLC12A4,-0.452685085543598
NPAS3,-0.452377451475698
MEF2C,-0.452096679237256
AHNAK,-0.451814660685927
HDGFP1,-0.451771518682555
NCALD,-0.451667165114207
GCDH,-0.451555587083697
NGEF,-0.451319363435444
SLC4A3,-0.451272963401973
RUSC1,-0.451263226742727
GAS2L1,-0.451255325165536
NDEL1,-0.450705936598665
PPP3CB,-0.450545891184304
GPC4,-0.450246151589864
WDR47,-0.449032474636808
TMEFF1,-0.448969088964855
MLF1,-0.448793474270458
C5orf65,-0.448679187050163
SLC25A26,-0.448477325884702
RBM38,-0.448442080382443
CXCR7,-0.447831557453123
VPS26B,-0.447810962936157
CCDC96,-0.447718748345224
RND1,-0.447587206423449
MTX2,-0.447093524073348
MAP6,-0.447073375199334
ACVR1B,-0.447000222282431
IP6K2,-0.446817971158402
DIRAS1,-0.446321742956343
MOXD1,-0.446249271204625
KCNN1,-0.445995600509627
AGAP3,-0.445278918154839
LIMS2,-0.445237912429609
SNAP91,-0.444870291385022
PLK2,-0.444488732589592
NDUFS2,-0.444272671593114
JAKMIP1,-0.444270294286592
RAVER1,-0.444264498241031
RP11-344L21.1,-0.444096249224799
IFNGR1,-0.443674767876625
KLHDC8A,-0.443259654360019
SMPD3,-0.44305308902517
BSDC1,-0.442970874321947
TCEAL5,-0.442365700243222
RP11-312J18.5,-0.442073729931213
LINC00403,-0.44149203175923
ARL4D,-0.441263092392852
PTRHD1,-0.440958517170406
CAMK2G,-0.440880550728044
ULK3,-0.440000996191364
ZNF703,-0.439916821504576
UNC119B,-0.439772658333446
FBXO41,-0.439330792627771
EDNRB,-0.438813357350802
ACOT7,-0.438474080266585
SCAMP4,-0.438404449658535
PLA2G16,-0.438253092666888
GBA2,-0.437652032572798
RP1-131H7.2,-0.437326112346044
ITGB5,-0.437301771100338
CAMSAP3,-0.437249659455216
BAIAP2,-0.437238651171451
R3HDM1,-0.436701402875571
RFX2,-0.435791160108591
PAM,-0.435505545787427
LRRC23,-0.435464668589976
MRPS2,-0.435101010107795
SLC6A6,-0.434585156212467
CPT1C,-0.432201656211246
DNASE2,-0.43208041296477
SOX3,-0.431891234927037
RHOBTB3,-0.431495571759972
NHLRC4,-0.431265756859611
HIVEP2,-0.431083936049847
ALAS1,-0.43075210056445
TMEM130,-0.430564541317236
CYP27A1,-0.430262905532465
SRPRB,-0.429808774448709
EFNA3,-0.428658299023437
AC104698.1,-0.428433503257776
DNAJB5,-0.428365554866409
CIB2,-0.428152183188086
LAGE3,-0.426742780731453
KB-1107E3.1,-0.426684893616764
INPPL1,-0.426376916270614
NKAIN1,-0.426281966300781
RP11-18C24.6,-0.425551877842707
KATNB1,-0.424961778866405
RP11-263K19.4,-0.424651957361976
HIPK1,-0.4244318651402
MGAT5B,-0.424284190100547
NKAIN2,-0.423671465712789
ZFYVE27,-0.422792135969943
RANGAP1,-0.422700474116632
ANKRD46,-0.42209308564377
LYRM1,-0.422025825146817
FAM131A,-0.421866345851347
NEFM,-0.421562517726491
PLXNB1,-0.421155552787323
DPM2,-0.421126021431675
VPS16,-0.420013780675217
MIAT,-0.419905805821492
FAM176B,-0.41960793374445
C1orf88,-0.419131806442931
ADCK2,-0.418681941180565
TYMP,-0.418482951791247
DTD1,-0.418066396176417
RP11-228B15.4,-0.416774542924718
PLP1,-0.416611124858105
LDB2,-0.416420041554608
RAB33A,-0.41537195187765
SEMA4G,-0.414244421930476
CACNB3,-0.413916634769991
C9orf117,-0.413009299784344
ENTPD6,-0.41252845999063
ZNRF1,-0.412126405924745
LIX1,-0.411861928311483
RP11-173P15.5,-0.411661674461353
SREBF1,-0.411386923744866
RSPH1,-0.410872163865885
C9orf116,-0.410374642782449
BCL7A,-0.409615466188118
SNX27,-0.409073497465311
RBMX,-0.406295792167731
APBA1,-0.406074862628221
EMID1,-0.405053964174038
NEO1,-0.404965032989412
TEKT1,-0.404325072368662
NRBP1,-0.403626989319405
TSPAN6,-0.403534865440093
C5orf32,-0.403219697344628
HTRA2,-0.402223354847806
AC098617.2,-0.401034558608381
SEMA5B,-0.399757915743214
ADAM15,-0.397379620493327
C10orf105,-0.396799168063856
HRSP12,-0.395233108560502
CSRNP2,-0.39453619436795
ACCN2,-0.393979224052885
TSTD1,-0.393528703179001
RTN4RL1,-0.393351755187695
ITGB4,-0.391980397809598
KIAA0494,-0.391592116091319
SLC2A4RG,-0.391322913053734
BMP7,-0.391252014837613
LRRC20,-0.388387805652258
PRKCG,-0.388376173701956
UNC5A,-0.387799608019999
PPP1R14C,-0.387354881754219
CCDC103,-0.387227110770063
TMEM151A,-0.386793572553433
TRIM39-RPP21,-0.385885952010906
MIR1182,-0.385772485254479
CPNE6,-0.383541269960708
FAM187A,-0.383281527275152
NAB2,-0.38054060303347
CDK5,-0.380150054613256
CXCL16,-0.37699338846683
MVP,-0.376558167415383
MKRN1,-0.375698171419682
QTRT1,-0.373978538234855
BAG3,-0.370702846378304
NPM3,-0.370395298605725
CLCN4,-0.368996405928233
C1orf194,-0.368599185739997
ANKRD37,-0.367392783473709
C5orf49,-0.36694568589319
CXXC1,-0.365766956414695
SLC24A3,-0.357177701924795
MBP,-0.35693553566736
PPP2R5A,-0.35378903987941
GPR173,-0.346526902284719
RBM4,-0.346486525076354
UBE2Z,-0.345185246291238
FGF1,-0.343573142847363
IGSF3,-0.341145976919485
SF3B4,-0.339432781012932
ACTN2,-0.338519249151247
THYN1,-0.337568724624676
SRD5A1,-0.335039950824169
ZBTB22,-0.332129819075571
GMPR2,-0.318661002714298
ZNF512,-0.315691476716053
C16orf7,-0.309816618354289
SRSF9,-0.308435608190146
RP11-689N19.3,-0.304716023311165
DLST,-0.304642639648696
MORN4,-0.299651935367674
MRPL55,-0.289643568182363
KAT5,-0.280774796128668
PPP1R18,-0.27876399329793
C10orf35,-0.274757673277905
SSRP1,-0.27474543079726
APOC2,-0.273753421589974
MTA2,-0.266507638937359
RNF113A,-0.266428259188952
AMPD2,-0.265609915344292
RP11-155G14.5,-0.258670696860598
NTHL1,-0.258349568285558
RP4-761J14.5,-0.257617680853153
NRBP2,-0.256314669758573
SEPT11,-0.254688983749186
ACD,-0.253478612619017
PIPSL,-0.252824091081627
ATP5E,-0.249589171371613
SUGP2,-0.247480117892032
GPR17,-0.247133326607552
FKBP2,-0.234881983886836
GSS,-0.230229200841674
TINF2,-0.221813952855882
RP11-99J16__A.2,0.327133265355395
SLC5A6,0.448825274199595
RP4-785G19.5,0.450577658012174
GS1-257G1.1,0.462237604261683
CNTNAP2,0.463281963872831
TMEM204,0.468808443805648
CD34,0.489876365450599
GNG7,0.49717864482329
WIPF3,0.497982458404824
GPRASP2,0.499994282619163
AC025165.8,0.536798550162751
SOX18,0.538760165174583
AL033532.1,0.5388757206978
